District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupation,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_being_addressed_?,_1a_What_is_your_biggest_problem_?,If__other__what_is_your_biggest_problem_?,_1b_What_is_your_second_biggest_prpblem_?,If__other__what_is_your_second_biggest_problem_?,_1c_What_is_your_third_biggest_problem_?,If__other__what_is_your_third_biggest_problem_?,_2_Are_you_satisfied_with_what_the_government_is_doing_for_you_after_the_earthquake_?,_2a_What_is_the_first_reason_you_not_satisfied_with_government?,If_other_top_reasons,_2b_What_is_the_second_reason_you_are_not_satisfied_with_government?,If_other_second_reason,_3_Do_ you_have_the_information_you_need_to_get_relief_and_support? ,_3a_What_is_the_top_thing_that_you_need_information_about?,If_other_top_need_information,_3b_What_is_the_second_most_important_thing_that_you_need_information_about?,If_other_second_need_information,_4_Are_you_satisfied_with_what_NGOs_are_doing_for_you_after_the_earthquake? ,_4a_What_is_the_first_reason_you_not_satisfied_with_NGO_support?,If_other_top_reason_for_unsatisfaction_with_NGOs,_4b_What_is_the_second_reason_you_are_not_satisfied_with_NGOs?,If_other_second_reason_for _unsatisfaction_with_NGO,_5_Are_you_Prepared_for_winter?,_5a_Whati_is_the_main_reason_you_feel_you_are_not_prepared?,If_other_why_not_prepared?,_6_Do_you_have_problems_related_to_children_in_you_household_or_family_in_the_post-earthquake_period? ,_6a_What_is_the_main_problem_for_the_children?,If_other_What_is_the_main_problem_for_the_children?,_6b_What_is_the_second_top_problem_for_the_children?,If_other_What_is_the_second_top_problem_for_the_children?,_7_Overall_is_the_post-earthquake_relief_effort_making_progress? ,_8_Do_you_feel_there_has_been_an_increase_in_the_environment_of_tension_or_risk_of_violence_or_harassment_since_the_earthquake?,_8a_Who_has_this_increased_risk_come from?,If_others_Who_has_this_increased_risk_come from?,_9_Do_you_feel_that_the_children_in_your_family_are_in_a_safe_place_while_attending_school? ,_10_Do_you_need_to_rebuild_repair_or_retrofit_your_home_because_of_damage_caused_by_earthquakes?,_10a_Where_do_you_plan_to_get_the_resources_or_funds_to_rebuild/repair /retrofit_your_home?,If_other_where_do_you_plan_t,_10b_What_factors_do_you_base_your_rebuild/repair/ retrofitting_decisions_on?,If_other_what_factors_do_you_base,_11_Do_you_feel_your_community_has_recovered_from_the_earthquake? ,_11a_What_is _the_main_thing_your_community_to_recover?,If_other_What_is _the_main_thing_your_community_to_recover?,_11b_What_is_the_second_main_thing_your_community_recover?,If_other_What_is_the_second_main_thing_your_community_recover?
sindhupalchowk,irkhu,6,25_39,female,janajati,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,5___completely_yes,,,,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_home(due_to_structure),,vulnerability_to_trafficking,,1___not_at_all,1_completely_yes,community_members,,5_completely_yes,not_at_all,,,,,1___not_at_all,reduce_risk_of_future_disasters,,repair_reconstruction_of_schools,
nuwakot,budhasing,6,40_54,male,dalit,,farmer_laborer,,yes__some_difficulty,,2___very_little,healthcare,,other,not mentioned,livelihoods,,1___not_at_all,relief_distributed_based_on_caste,,not_included_in_distributions,,1___not_at_all,news_about_government_decision,,how_to_get_healthcare_psychological_support,,1___not_at_all,can´t_get_to_distribution_sites,,relief_distributed_based_on_first_come_first_served,,2___very_little,not_enough_blankets,,2_somewhat_yes,safety_at_school(due_to_structure),,improper_school_winterization,,1___not_at_all,,,,4_somewhat_yes,completely_yes,government_grant,,concern_about_another_earthquake_aftershocks,,1___not_at_all,news_on_government_decisions,,proper_functioning_of_local_government,
kavrepalanchok,GAIRI BISAUNA DEUPUR,8,25_39,male,tamang,,skilled_worker,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,Government_does_not_listen_to_my_concerns,,Government_does_not_know_what_it_is_doing,,2___very_little,how_to_get_healthcare_psychological_support,,how_to_get_shelter_materials,,2___very_little,ngo_don't_listen_to_my_concern,,ngo_don´t_know_what_they_are_doing,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_home(due_to_structure),,vulnerability_to_trafficking,,2___very_little,,,,4_somewhat_yes,somewhat_yes,government_loan,,waiting_for_community_to_start_rebuilding,,2___not_very_much,improved_acces_to_finencial_services,,proper_functioning_of_local_government,
makwanpur,Chhatiwan,6,25_39,male,brahmin,,other,Student,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,psychosocial_counseling,,1___not_at_all,Was_promised_relief_but_never_received,,Reconstruction_process_taking_too_long,,4___mostly_yes,,,,,1___not_at_all,was_promised_relief_but_never_received,,reconstruction_process_taking_too_long,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,psycho_social_support,,not_prepared_for_winter_(clothing_household),,1___not_at_all,,,,2_not_very_much,completely_yes,government_grant,,availability_of_finencial_support,,4___somewhat_yes,,,,
kathmandu,sundarijal,2,25_39,male,chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,financial_support,,other,not mentioned,livelihoods,,1___not_at_all,Rentens_excluded_from_distribution,,Government_does_not_know_what_it_is_doing,,5___completely_yes,,,,,1___not_at_all,ngo_plans_unclear,,can´t_get_to_distribution_sites,,1___not_at_all,not_enough_blankets,,3___neutral,not_prepared_for_winter(clothing_and_housing),,violence_tension_in_the_community,,don_t_know,,,,5_completely_yes,completely_yes,personal_loan_finencial_institution,,other,bank loan,2___not_very_much,repair_reconstruction_of_community_buildings,,livelihood_options_training,
gorkha,Prithivi Narayan NP,7,40_54,female,chhetri,,ngo_worker_business,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,1_completely_y,safety_at_school(due_to_structure),,not_prepared_for_winter_(clothing_household),,4___mostly_yes,1_completely_yes,local_government,,1__not_at_all,completely_yes,government_grant,,confidence_gov,,don_t_know,,,,
gorkha,kashigaun,8,25_39,male,gurung,,farmer_laborer,,no_difficulty,,3___neutral,long_term_shelter__housing,,livelihoods,,food,,refused,,,,,4___mostly_yes,,,,,2___very_little,was_promised_relief_but_never_received,,ngo_plan_unclear,,1___not_at_all,house/shelter_will_not_keep_snow_out,,5_not_at_all,,,,,3___neutral,,,,2_not_very_much,not_very_much,,,,,4___somewhat_yes,,,,
ramechhap,Manthali,12,15_24,female,chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,psychosocial_counseling,,4___mostly_yes,,,,,2___very_little,how_to_get_shelter_materials,,how_to_replace_personal_documentation,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,health_care,,2___very_little,don_t_know,,,1__not_at_all,completely_yes,government_grant,,waiting_for_community_to_start_rebuilding,,1___not_at_all,repair_reconstruction_of_school,,reconstruction_advice_training,
nuwakot,budhasing,6,40_54,male,dalit,,farmer_laborer,,yes__some_difficulty,,2___very_little,long_term_shelter__housing,,seeds_and_fertilizers,,livelihoods,,2___very_little,relief_distributed_based_on_caste,,not_included_in_distributions,,4___mostly_yes,,,,,1___not_at_all,ngo_don´t_know_what_they_are_doing,,relief_distributed_based_on_distance_from_main_road,,4___mostly_yes,,,2_somewhat_yes,access_to_education_Closed_schools,,health_care,,1___not_at_all,,,,2_not_very_much,completely_yes,personal_loan_informal,,building_requirements_released_by_government,,1___not_at_all,reduce_risk_of_future_disasters,,trail_maintenance,
sindhupalchowk,irkhu,6,55,male,janajati,,other,old man,yes__a_lot_of_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,1___not_at_all,Do_not_trust_goverment,,Reconstruction_process_taking_too_long,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_support,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,access_to_education_Closed_schools,,improper_school_winterization,,1___not_at_all,,,,5_completely_yes,not_at_all,,,,,1___not_at_all,safe_spaces_for_women_and_children,,trail_maintenance,
makwanpur,Chhatiwan,6,25_39,male,brahmin,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,psychosocial_counseling,,financial_support,,2___very_little,Was_promised_relief_but_never_received,,Government_does_not_know_what_it_is_doing,,2___very_little,news_about_government_decision,,finding_missing_people,,1___not_at_all,was_promised_relief_but_never_received,,ngo_plan_unclear,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,psycho_social_support,,safety_at_school_(due_to_structure),,1___not_at_all,,,,4_somewhat_yes,completely_yes,government_loan,,confidence_gov,,4___somewhat_yes,,,,
sindhupalchowk,Pangretar,7,40_54,female,chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,2___very_little,Was_promised_relief_but_never_received,,Reconstruction_process_taking_too_long,,5___completely_yes,,,,,4___mostly_yes,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,3___neutral,2_somewhat_yes,community_members,,1__not_at_all,completely_yes,government_grant,,confidence_gov,,1___not_at_all,reconstruction_advice_training,,livelihood_options_training,
okhaldhunga,khiji chandeshwari,5,55,male,janajati,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,clean_water,,financial_support,,1___not_at_all,Do_not_trust_goverment,,Reconstruction_process_taking_too_long,,2___very_little,how_to_get_shelter_materials,,how_to_get_shelter_materials,,4___mostly_yes,,,,,1___not_at_all,do_not_have_warm_clothing,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,health_care,,3___neutral,,,,4_somewhat_yes,somewhat_yes,government_grant,,concern_about_another_earthquake_aftershocks,,1___not_at_all,repair_reconstruction_of_community_buildings,,reduce_risk_of_future_disaster,
ramechhap,Manthali,12,55,female,brahmin,,farmer_laborer,,yes__some_difficulty,,don_t_know,,,,,,,3___neutral,relief_distributed_based_on_caste,,relief_distributed_based_on_political_parties,,2___very_little,how_to_register_for_access_support,,how_to_get_shelter_materials,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,psycho_social_support,,safety_at_home_(due_to_structure),,4___mostly_yes,3___neutral,strangers,,1__not_at_all,completely_yes,government_grant,,waiting_for_demolition_assistance,,1___not_at_all,safe_spaces_for_women_and_children,,improved_health_care_access,
kavrepalanchok,GAIRI BISAUNA DEUPUR,8,25_39,male,tamang,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,healthcare,,2___very_little,Government_does_not_listen_to_my_concerns,,Was_promised_relief_but_never_received,,2___very_little,how_to_get_healthcare_psychological_support,,finding_missing_people,,1___not_at_all,ngo_don't_listen_to_my_concern,,ngo_don´t_know_what_they_are_doing,,2___very_little,do_not_have_warm_clothing,,2_somewhat_yes,health_care,,hunger,,2___very_little,,,,4_somewhat_yes,somewhat_yes,government_loan,,availability_of_labour,,2___not_very_much,improved_health_care_access,,livelihood_options_training,
gorkha,Prithivi Narayan NP,7,40_54,female,brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,don_t_know,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,2___very_little,not_enough_fuel,,2_somewhat_yes,safety_at_school(due_to_structure),,not_prepared_for_winter_(clothing_household),,4___mostly_yes,4_not_very_much,,,1__not_at_all,not_at_all,,,,,5___completely_yes,,,,
gorkha,kashigaun,8,15_24,female,gurung,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,refused,,,,,4___mostly_yes,,,,,2___very_little,was_promised_relief_but_never_received,,do_not_trust_ngos,,2___very_little,house/shelter_will_not_keep_snow_out,,5_not_at_all,,,,,3___neutral,4_not_very_much,,,2_not_very_much,somewhat_yes,government_grant,,building_requirements_released_by_government,,4___somewhat_yes,,,,
dhading,Tasarpur,5,40_54,male,brahmin,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,toilets_sanitation,,2___very_little,Reconstruction_process_taking_too_long,,Do_not_not_trust_government,,4___mostly_yes,,,,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,access_to_education_Closed_schools,,improper_school_winterization,,2___very_little,,,,4_somewhat_yes,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,reconstruction_advice_training,
rasuwa,bhorle,3,40_54,female,gurung,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,clean_water,,1___not_at_all,Government_plans_unclear,,Was_promised_relief_but_never_received,,1___not_at_all,finding_missing_people,,how_to_register_for_access_support,,4___mostly_yes,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,5_not_at_all,,,5_completely_yes,completely_yes,government_grant,,confidence_gov,,1___not_at_all,reconstruction_advice_training,,reduce_risk_of_future_disaster,
ramechhap,Manthali,12,40_54,male,brahmin,,farmer_laborer,,yes__some_difficulty,,3___neutral,psychosocial_counseling,,financial_support,,healthcare,,5___completely_yes,,,,,3___neutral,how_to_replace_personal_documentation,,how_to_get_shelter_materials,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,psycho_social_support,,hunger,,3___neutral,,,,1__not_at_all,completely_yes,government_loan,,confidence_in_ability_to_rebuild_safely,,1___not_at_all,reconstruction_advice_training,,livelihood_options_training,
lalitpur,khokana,5,25_39,female,newar,,other,housewife,no_difficulty,,2___very_little,financial_support,,healthcare,,psychosocial_counseling,,2___very_little,Was_promised_relief_but_never_received,,Relief_distributed_based_on_first_come_first_served,,1___not_at_all,how_to_register_for_access_support,,how_to_get_shelter_materials,,5___completely_yes,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,1_completely_y,health_care,,psycho_social_support,,2___very_little,1_completely_yes,family_members,,1__not_at_all,somewhat_yes,government_loan,,building_requirements_released_by_government,,2___not_very_much,repair_reconstruction_of_community_buildings,,reduce_risk_of_future_disaster,
makwanpur,Chhatiwan,6,25_39,male,chhetri,,skilled_worker,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,psychosocial_counseling,,2___very_little,Was_promised_relief_but_never_received,,Reconstruction_process_taking_too_long,,4___mostly_yes,,,,,1___not_at_all,don´t_know_where_distribution_sites_are,,ngo_plan_unclear,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,psycho_social_support,,2___very_little,,,,2_not_very_much,completely_yes,government_loan,,building_requirements_released_by_government,,2___not_very_much,reconstruction_advice_training,,livelihood_options_training,
nuwakot,budhasing,6,40_54,female,dalit,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,2___very_little,relief_distributed_based_on_caste,,Relief_distributed_based_on_severe_damage,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,health_care,,4___mostly_yes,2_somewhat_yes,others,fear of earth quake,4_somewhat_yes,completely_yes,government_loan,,concern_about_another_earthquake_aftershocks,,2___not_very_much,news_on_government_decisions,,repair_reconstruction_of_community_buildings,
sindhupalchowk,Pangretar,9,25_39,male,dalit,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,financial_support,,2___very_little,Was_promised_relief_but_never_received,,Reconstruction_process_taking_too_long,,4___mostly_yes,,,,,2___very_little,ngo_plans_unclear,,reconstruction_process_taking_too_long,,1___not_at_all,house/shelter_will_not_protect_against_cold,,3___neutral,not_prepared_for_winter(clothing_and_housing),,health_care,,5___completely_yes,,,,3_neutral,completely_yes,government_grant,,confidence_gov,,1___not_at_all,repair_reconstruction_of_community_buildings,,proper_functioning_of_local_government,
sindhupalchowk,irkhu,6,40_54,male,chhetri,,farmer_laborer,,yes__some_difficulty,,4___mostly_yes,,,,,,,1___not_at_all,Rentens_excluded_from_distribution,,Relief_distributed_based_on_distance_from_road,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,psycho_social_support,,hunger,,1___not_at_all,,,,5_completely_yes,completely_yes,government_loan,,building_requirements_released_by_government,,1___not_at_all,safe_spaces_for_women_and_children,,repair_reconstruction_of_schools,
ramechhap,Ramechhap,4,55,male,brahmin,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,education,,toilets_sanitation,,4___mostly_yes,,,,,2___very_little,how_to_replace_personal_documentation,,finding_missing_people,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,health_care,,4___mostly_yes,,,,4_somewhat_yes,completely_yes,government_grant,,waiting_for_building_assessment,,1___not_at_all,repair_reconstruction_of_community_buildings,,safe_spaces_for_women_children,
kathmandu,sundarijal,2,40_54,male,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,livelihoods,,3___neutral,Government_does_not_listen_to_my_concerns,,Government_does_not_know_what_it_is_doing,,don_t_know,,,,,1___not_at_all,not_included_in_distributions,,ngo_plan_unclear,,1___not_at_all,do_not_have_warm_clothing,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,other,no book,4___mostly_yes,,,,3_neutral,completely_yes,personal_loan_finencial_institution,,building_requirements_released_by_government,,2___not_very_much,reconstruction_advice_training,,livelihood_options_training,
nuwakot,bageshwari,8,25_39,female,tamang,,farmer_laborer,,yes__some_difficulty,,2___very_little,short_term_shelter__tent_shelt,,financial_support,,healthcare,,2___very_little,relief_distributed_based_on_caste,,Don´t_know_how_to_register_for_relief_services,,2___very_little,news_about_government_decision,,how_to_register_for_access_support,,2___very_little,don´t_know_how_to_register_for_relief_services,,relief_distributed_based_on_distance_from_main_road,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,access_to_education_Closed_schools,,not_prepared_for_winter_(clothing_household),,2___very_little,2_somewhat_yes,community_members,,2_not_very_much,somewhat_yes,government_loan,,building_requirements_released_by_government,,2___not_very_much,repair_reconstruction_of_school,,reduce_risk_of_future_disaster,
makwanpur,Bhimphedi,8,55,female,tamang,,farmer_laborer,,yes__some_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,3___neutral,safety_at_school(due_to_structure),,improper_school_winterization,,4___mostly_yes,don_t_know,,,5_completely_yes,completely_yes,government_grant,,building_requirements_released_by_government,,1___not_at_all,repair_reconstruction_of_school,,repair_reconstruction_of_community_buildings,
ramechhap,Manthali,12,40_54,male,chhetri,,farmer_laborer,,yes__some_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,housing_inspections,,5___completely_yes,,,,,3___neutral,how_to_replace_personal_documentation,,how_to_get_shelter_materials,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,psycho_social_support,,health_care,,3___neutral,,,,1__not_at_all,completely_yes,i/ngo_support,,waiting_for_demolition_assistance,,1___not_at_all,reconstruction_advice_training,,repair_reconstruction_of_schools,
kavrepalanchok,GAIRI BISAUNA DEUPUR,8,40_54,male,tamang,,skilled_worker,,no_difficulty,,2___very_little,toilets_sanitation,,long_term_shelter__housing,,livelihoods,,3___neutral,Government_does_not_listen_to_my_concerns,,Government_does_not_know_what_it_is_doing,,2___very_little,how_to_get_healthcare_psychological_support,,finding_missing_people,,2___very_little,ngo_don't_listen_to_my_concern,,ngo_don´t_know_what_they_are_doing,,2___very_little,not_enough_blankets,,2_somewhat_yes,health_care,,not_prepared_for_winter_(clothing_household),,2___very_little,,,,2_not_very_much,somewhat_yes,personal_loan_informal,,availability_of_labour,,2___not_very_much,improved_access_to_water_sanitation,,repair_reconstruction_of_schools,
