Name_of_interviewer,Agency,Date,Hi__my_name_is_and_I_am_workin,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,This_is_the_end_of_the_survey_,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
Suruchi Pant,accountability,2015-09-26,,,,,,,Kathmandu,Satungal,3,25_39,female,Newar,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,1___not_at_all,building_mater,,food_aid,,1___not_at_all,based_on_polit,,first_come__fi,,4___mostly_yes,1___not_at_all,2___very_little,1___not_at_all,financial_support,,long_term_shelter__housing,,,uuid:ad1b787d-8176-4c03-844c-a10471449e9b,736814,ad1b787d-8176-4c03-844c-a10471449e9b,2015-09-30T13:24:39,1113,,-1,,
Suruchi Pany,accountability,2015-09-26,,,,,,,Kathmandu,Satungal,3,55_greater,female,Newar,,other,Nothing,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,livelihoods,,other,Nothing,2___very_little,building_mater,,food_aid,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,1___not_at_all,based_on_polit,,first_come__fi,,4___mostly_yes,1___not_at_all,don_t_know,1___not_at_all,long_term_shelter__housing,,livelihoods,,,uuid:12188a08-68fe-413e-a9a8-9116d0d30c7b,736795,12188a08-68fe-413e-a9a8-9116d0d30c7b,2015-09-30T13:19:31,1111,,-1,,
Suruchi Pant,accountability,2015-09-26,,,,,,,Kathmandu,Satungal,1,55_greater,male,Newar,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,1___not_at_all,cash_for_work,,building_mater,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,building_mater,,food_aid,,2___very_little,based_on_caste,,based_on_polit,,4___mostly_yes,2___not_very_m,2___very_little,,,,,,,uuid:c7a0ec0f-2773-4947-8b2b-050eb6b4d659,736268,c7a0ec0f-2773-4947-8b2b-050eb6b4d659,2015-09-30T12:23:55,2,,-1,,
Suruchi Pant,accountability,2015-09-26,,,,,,,Kathmandu,Satungal,1,55_greater,male,Newar,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,building_mater,,cash_for_work,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,2___very_little,based_on_caste,,based_on_polit,,4___mostly_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:f1c63191-cbdb-4e52-ba33-5cf125939c8b,736262,f1c63191-cbdb-4e52-ba33-5cf125939c8b,2015-09-30T12:21:46,3,,-1,,
Suruchi Pant,accountability,2015-09-26,,,,,,,Kathmandu,Satungal,3,55_greater,male,Newar,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,building_mater,,food_aid,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,food_aid,,1___not_at_all,based_on_polit,,first_come__fi,,4___mostly_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:9bb55bef-2a12-4275-96e2-e95fa87073e2,736817,9bb55bef-2a12-4275-96e2-e95fa87073e2,2015-09-30T13:27:01,1115,,-1,,
Suruchi Pant,accountability,2015-09-26,,,,,,,Kathmandu,Satungal,3,15_24,male,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,first_come__fi,,based_on_polit,,4___mostly_yes,1___not_at_all,2___very_little,,,,,,,uuid:5df237ed-ec93-4695-ad7c-346214ed3caa,736833,5df237ed-ec93-4695-ad7c-346214ed3caa,2015-09-30T13:30:16,1116,,-1,,
Anjal Bhatta,accountability,2015-09-28,,,,,,,Kathmandu,Sitapaila,8,55_greater,female,Tamang,,other,Retired,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,housing_inspections,,2___very_little,building_mater,,cash_for_work,,2___very_little,news_about_government_decision,,how_to_register_for_access_sup,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,3___neutral,3___neutral,3___neutral,long_term_shelter__housing,,healthcare,,,uuid:d3c7f158-fb34-405f-b4cb-5ef4aa0215d5,735992,d3c7f158-fb34-405f-b4cb-5ef4aa0215d5,2015-09-30T11:58:13,11,,-1,,
Anjal Bhatta,accountability,2015-09-28,,,,,,,Kathmandu,Sitapaila,8,25_39,female,Brahmin,,other,Housewife,yes__some_diff,,3___neutral,long_term_shelter__housing,,financial_support,,livelihoods,,3___neutral,building_mater,,cash_for_work,,3___neutral,news_about_government_decision,,how_to_register_for_access_sup,,3___neutral,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,3___neutral,3___neutral,3___neutral,long_term_shelter__housing,,financial_support,,,uuid:ca48c947-8a62-488b-8601-8446b6e7ff0e,735959,ca48c947-8a62-488b-8601-8446b6e7ff0e,2015-09-30T11:53:43,12,,-1,,
Jharana Rai,accountability,2015-09-28,,,,,,,Kathmandu,Sitapaila,8,25_39,female,Tamang,,other,Housewife,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,other,Not mentioned,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,3___neutral,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,3___neutral,3___neutral,3___neutral,other,Not mentioned,other,Not mentioned,,uuid:86aa44c3-583c-4f90-a466-05ee3a1b9a78,736082,86aa44c3-583c-4f90-a466-05ee3a1b9a78,2015-09-30T12:06:32,9,,-1,,
Jharana Rai,accountability,2015-09-28,,,,,,,Kathmandu,Sitapaila,8,55_greater,female,Tamang,,other,Housewife,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,housing_inspections,,2___very_little,building_mater,,cash_for_work,,3___neutral,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,3___neutral,3___neutral,3___neutral,long_term_shelter__housing,,housing_inspections,,,uuid:fb2f0aba-5b13-47b2-a0ee-8ca144cdeb52,736031,fb2f0aba-5b13-47b2-a0ee-8ca144cdeb52,2015-09-30T12:01:29,10,,-1,,
Jharana Rai,accountability,2015-09-28,,,,,,,Kathmandu,Sitapaila,8,15_24,female,Tamang,,other,Housewife,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,short_term_shelter__tent_shelt,,3___neutral,building_mater,,cash_for_work,,4___mostly_yes,,,,,3___neutral,building_mater,,cash_for_work,,3___neutral,based_on_dista,,based_on_polit,,4___mostly_yes,3___neutral,3___neutral,3___neutral,long_term_shelter__housing,,financial_support,,,uuid:2825ee52-9306-4d37-8434-1710179f3298,736061,2825ee52-9306-4d37-8434-1710179f3298,2015-09-30T12:03:50,15,,-1,,
Ashika Khadka,accountability,2015-09-24,,,,,,,Kathmandu,Sundarijal,4,40_54,female,Janajati,,other,Housewife,yes__some_diff,,2___very_little,long_term_shelter__housing,,financial_support,,toilets_sanitation,,3___neutral,building_mater,,cash_for_work,,1___not_at_all,how_to_get_shelter_materials,,news_about_government_decision,,3___neutral,cash_for_work,,building_mater,,1___not_at_all,because_people,,first_come__fi,,2___very_little,1___not_at_all,3___neutral,2___very_little,toilets_sanitation,,long_term_shelter__housing,,,uuid:97388fab-6221-4e67-b194-5ccb0402e154,732889,97388fab-6221-4e67-b194-5ccb0402e154,2015-09-30T06:19:57,1005,,-1,,
Ashika Khadka,accountability,2015-09-27,,,,,,,Kathmandu,Sundarijal,4,15_24,female,Janajati,,other,Housewife,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,3___neutral,cash_for_work,,building_mater,,2___very_little,based_on_dista,,first_come__fi,,2___very_little,2___not_very_m,2___very_little,3___neutral,long_term_shelter__housing,,financial_support,,,uuid:2922e141-a248-46bd-bcd4-13bae6681507,732918,2922e141-a248-46bd-bcd4-13bae6681507,2015-09-30T06:25:58,1007,,-1,,
Pujan Bhatta,accountability,2015-09-26,,,,,,,Kathmandu,Sundarijal,2,40_54,female,other,Lama,other,Housewife,no_difficulty,,don_t_know,,,,,,,don_t_know,,,,,5___completely_yes,,,,,1___not_at_all,building_mater,,cash_for_work,,don_t_know,,,,,1___not_at_all,don_t_know,don_t_know,don_t_know,,,,,,uuid:f3e0ff98-0d67-482b-a2ec-bc1238c2b9f3,732229,f3e0ff98-0d67-482b-a2ec-bc1238c2b9f3,2015-09-30T04:36:02,992,,-1,,
Ashika Khadka,accountability,2015-09-27,,,,,,,Kathmandu,Sundarijal,2,25_39,male,Tamang,,farmer_laborer,,yes__some_diff,,3___neutral,long_term_shelter__housing,,healthcare,,livelihoods,,3___neutral,cash_for_work,,building_mater,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,2___very_little,based_on_dista,,first_come__fi,,2___very_little,2___not_very_m,2___very_little,,,,,,,uuid:34379748-b168-4692-a43b-ef987bde7372,732842,34379748-b168-4692-a43b-ef987bde7372,2015-09-30T06:16:49,1000,,-1,,
Ashika Khadka,accountability,2015-09-27,,,,,,,Kathmandu,Sundarijal,4,40_54,male,Janajati,,ngo_worker_bus,,no_difficulty,,3___neutral,financial_support,,short_term_shelter__tent_shelt,,toilets_sanitation,,don_t_know,,,,,don_t_know,,,,,3___neutral,building_mater,,cash_for_work,,2___very_little,because_people,,first_come__fi,,4___mostly_yes,3___neutral,3___neutral,,,,,,,uuid:66b40c85-37e1-45da-92e8-d5235a6483e4,732893,66b40c85-37e1-45da-92e8-d5235a6483e4,2015-09-30T06:22:33,1006,,-1,,
Ashika Khadka,accountability,2015-09-27,,,,,,,Kathmandu,Sundarijal,4,55_greater,male,Chhetri,,ngo_worker_bus,,yes__some_diff,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,1___not_at_all,cash_for_work,,building_mater,,4___mostly_yes,,,,,2___very_little,building_mater,,cash_for_work,,refused,,,,,2___very_little,2___not_very_m,2___very_little,,,,,,,uuid:ec390d95-2819-485c-abcf-03cbc330ea70,732956,ec390d95-2819-485c-abcf-03cbc330ea70,2015-09-30T06:28:27,1011,,-1,,
Ashika Khadka,accountability,2015-09-27,,,,,,,Kathmandu,Sundarijal,4,25_39,male,Tamang,,other,Student,no_difficulty,,1___not_at_all,short_term_she,,long_term_shelter__housing,,financial_support,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,news_about_government_decision,,2___very_little,cash_for_work,,building_mater,,2___very_little,based_on_dista,,because_people,,2___very_little,1___not_at_all,2___very_little,,,,,,,uuid:d7b21ee0-6d07-4a71-b634-c5db808816a7,732988,d7b21ee0-6d07-4a71-b634-c5db808816a7,2015-09-30T06:32:49,1014,,-1,,
Pujan Bhatta,accountability,2015-09-26,,,,,,,Kathmandu,Sundarijal,2,40_54,male,Tamang,,ngo_worker_bus,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,healthcare,,1___not_at_all,other,Demolition of damaged house,building_mater,,3___neutral,news_about_government_decision,,how_to_replace_personal_docume,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,based_on_dista,,first_come__fi,,1___not_at_all,1___not_at_all,don_t_know,,,,,,,uuid:0d080ad2-c77d-4027-a7ce-a5d0b569b51e,732843,0d080ad2-c77d-4027-a7ce-a5d0b569b51e,2015-09-30T06:16:51,1001,,-1,,
Pujan Bhatta,accountability,2015-09-26,,,,,,,Kathmandu,Sundarijal,2,25_39,male,Tamang,,skilled_worker,,no_difficulty,,1___not_at_all,short_term_she,,long_term_shelter__housing,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,based_on_polit,,first_come__fi,,1___not_at_all,1___not_at_all,don_t_know,,,,,,,uuid:76176f51-9a30-440a-9189-d74a6935f52f,732844,76176f51-9a30-440a-9189-d74a6935f52f,2015-09-30T06:16:53,1002,,-1,,
Pujan Bhatta,accountability,2015-09-26,,,,,,,Kathmandu,Sundarijal,2,40_54,male,Tamang,,ngo_worker_bus,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,short_term_shelter__tent_shelt,,seeds_and_fertilizers,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,building_mater,,cash_for_work,,3___neutral,based_on_dista,,first_come__fi,,1___not_at_all,1___not_at_all,don_t_know,,,,,,,uuid:78278c42-1555-423a-94ca-c669e012ed22,732845,78278c42-1555-423a-94ca-c669e012ed22,2015-09-30T06:16:54,1003,,-1,,
rabin adhikari,accountability,2015-09-21,,,,,,,Kavrepalanchok,bhimkhori,6,25_39,female,other,magar,government_ser,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,education,,toilets_sanitation,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,news_about_government_decision,,how_to_get_healthcare_psycholo,,2___very_little,cash_for_work,,housing_inspec,,1___not_at_all,because_people,,only_if_damage,,2___very_little,refused,1___not_at_all,1___not_at_all,toilets_sanitation,,healthcare,,,uuid:0e2c8e6d-0457-40b4-b48f-c04c90f52441,724589,0e2c8e6d-0457-40b4-b48f-c04c90f52441,2015-09-29T10:07:41,595,,-1,,
rabin adhikari,accountability,2015-09-21,,,,,,,Kavrepalanchok,bhimkhori,6,55_greater,male,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,education,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,finding_missing_people,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,based_on_caste,,based_on_polit,,1___not_at_all,1___not_at_all,1___not_at_all,,,,,,,uuid:f29367f5-86e4-4e33-8c8d-521e9ae3bea5,724427,f29367f5-86e4-4e33-8c8d-521e9ae3bea5,2015-09-29T09:58:00,556,,-1,,
rabin adhikari,accountability,2015-09-21,,,,,,,Kavrepalanchok,bhimkhori,6,55_greater,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,seeds_and_fertilizers,,education,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,2___very_little,seeds_and_fert,,cash_for_work,,4___mostly_yes,,,,,1___not_at_all,refused,2___very_little,,,,,,,uuid:1625691f-6ddb-40b9-9515-73a778ad5c32,724439,1625691f-6ddb-40b9-9515-73a778ad5c32,2015-09-29T10:00:01,563,,-1,,
rabin adhikari,accountability,2015-09-21,,,,,,,Kavrepalanchok,bhimkhori,6,25_39,male,other,magar,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,toilets_sanitation,,seeds_and_fertilizers,,1___not_at_all,housing_inspec,,cash_for_work,,1___not_at_all,finding_missing_people,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,based_on_dista,,first_come__fi,,2___very_little,1___not_at_all,1___not_at_all,,,,,,,uuid:a735a52d-28f5-4c33-a571-113d92d75cf5,724520,a735a52d-28f5-4c33-a571-113d92d75cf5,2015-09-29T10:02:26,572,,-1,,
rabin adhikari,accountability,2015-09-21,,,,,,,Kavrepalanchok,bhimkhori,6,25_39,male,other,magar,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,long_term_shelter__housing,,long_term_shelter__housing,,1___not_at_all,building_mater,,seeds_and_fert,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,building_mater,,2___very_little,based_on_caste,,based_on_polit,,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,,uuid:2e89305d-29f5-4b39-b742-b4032baab751,724567,2e89305d-29f5-4b39-b742-b4032baab751,2015-09-29T10:05:17,585,,-1,,
Keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Chandeni Mandan,1,55_greater,female,Brahmin,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,healthcare,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,how_to_register_for_access_sup,,finding_missing_people,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,based_on_caste,,based_on_caste,,1___not_at_all,1___not_at_all,2___very_little,1___not_at_all,long_term_shelter__housing,,maternal_neona,,,uuid:16aab3ef-471e-4650-967a-bf3357ad788d,724388,16aab3ef-471e-4650-967a-bf3357ad788d,2015-09-29T09:51:09,77,,-1,,
Keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Chandeni Mandan,1,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,seeds_and_fertilizers,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,based_on_caste,,other,not mentioned,1___not_at_all,1___not_at_all,refused,,,,,,,uuid:601f29a6-4a5f-457b-9e2f-72a06cac2c2c,724360,601f29a6-4a5f-457b-9e2f-72a06cac2c2c,2015-09-29T09:45:32,511,,-1,,
Keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Chandeni Mandan,1,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,toilets_sanitation,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,news_about_government_decision,,finding_missing_people,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,based_on_caste,,based_on_polit,,1___not_at_all,refused,1___not_at_all,,,,,,,uuid:66226ad2-fcea-4934-930a-77c389cbaf03,724372,66226ad2-fcea-4934-930a-77c389cbaf03,2015-09-29T09:48:11,519,,-1,,
Keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Chandeni Mandan,1,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,toilets_sanitation,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,finding_missing_people,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,based_on_polit,,based_on_caste,,1___not_at_all,1___not_at_all,1___not_at_all,,,,,,,uuid:f875fa95-9106-4ca6-88ee-7e306d7845d9,724403,f875fa95-9106-4ca6-88ee-7e306d7845d9,2015-09-29T09:53:30,539,,-1,,
Keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Chandeni Mandan,1,15_24,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,livelihoods,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,finding_missing_people,,how_to_get_healthcare_psycholo,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,1___not_at_all,1___not_at_all,4___mostly_yes,,,,,,,uuid:28ff0e1a-527b-4735-a0c1-fd29653fd50c,724425,28ff0e1a-527b-4735-a0c1-fd29653fd50c,2015-09-29T09:57:47,554,,-1,,
Keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Gairi BIsauna Deupur,2,15_24,female,Chhetri,,other,student,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,education,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,news_about_government_decision,,finding_missing_people,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,based_on_polit,,first_come__fi,,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,toilets_sanitation,,healthcare,,,uuid:7769e5c8-c015-42c9-b18e-d5dc8e138473,722352,7769e5c8-c015-42c9-b18e-d5dc8e138473,2015-09-29T05:26:27,112,,-1,,
keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Gairi Bisauna Deupur,2,25_39,female,Brahmin,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,toilets_sanitation,,healthcare,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_sup,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,based_on_caste,,based_on_polit,,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,toilets_sanitation,,healthcare,,,uuid:437a802b-a96b-4421-8061-1603d8457fb3,723047,437a802b-a96b-4421-8061-1603d8457fb3,2015-09-29T05:49:40,120,,-1,,
Keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Gairi Bisauna Deupur,8,25_39,female,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,finding_missing_people,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,based_on_caste,,based_on_polit,,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,child_protecti,,sanitary_produ,,,uuid:10994523-e475-4899-bdeb-840d17587a3a,723638,10994523-e475-4899-bdeb-840d17587a3a,2015-09-29T07:53:04,368,,-1,,
Keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Gairi Bisauna Deupur,4,25_39,female,Newar,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,seeds_and_fertilizers,,2___very_little,housing_inspec,,seeds_and_fert,,2___very_little,how_to_get_shelter_materials,,how_to_get_shelter_materials,,2___very_little,building_mater,,seeds_and_fert,,2___very_little,based_on_polit,,based_on_caste,,2___very_little,1___not_at_all,2___very_little,2___very_little,sanitary_products,,financial_support,,,uuid:57f635aa-127a-4c79-be74-23c085149603,724214,57f635aa-127a-4c79-be74-23c085149603,2015-09-29T09:21:43,424,,-1,,
Keshav Paudel,accountability,2015-09-20,,,,,,,Kavrepalanchok,Gairi Bisauna Deupur,8,25_39,female,Tamang,,skilled_worker,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,psychosocial_counseling,,long_term_shelter__housing,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,news_about_government_decision,,how_to_get_healthcare_psycholo,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,because_people,,based_on_caste,,2___very_little,2___not_very_m,2___very_little,2___very_little,long_term_shelter__housing,,healthcare,,,uuid:e2862bdd-48ca-49e5-9024-4473caa9cb06,724232,e2862bdd-48ca-49e5-9024-4473caa9cb06,2015-09-29T09:24:42,433,,-1,,
