Name_of_interviewer,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_monsoon,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,start,end,meta/instanceID,_uuid,_submission_time,_tags,,,,,,,,,,,,,,,,_notes
abc,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyakot,8,40_54,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,psychosocial_counseling,n/a,2___very_little,seeds_and_fert,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:20:12.000+06:45,2015-08-30T16:23:57.000+06:45,uuid:099f2896-4d66-471f-a513-bb76030bc976,099f2896-4d66-471f-a513-bb76030bc976,2015-08-30T10:36:37,,,,,,,,,,,,,,,,,
abc,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyakot,8,25_39,male,Brahmin,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_she,n/a,toilets_sanitation,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,food_aid,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,news_about_government_decision,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_dista,n/a,based_on_caste,n/a,refused,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:23:57.000+06:45,2015-08-30T16:26:41.000+06:45,uuid:d4749cd6-be56-4919-830d-a4e623fd8e7d,d4749cd6-be56-4919-830d-a4e623fd8e7d,2015-08-30T10:39:21,,,,,,,,,,,,,,,,,
abc,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyakot,8,refused,male,Brahmin,n/a,government_ser,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,refused,5___completely,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:26:41.000+06:45,2015-08-30T16:29:03.000+06:45,uuid:0cde6f3d-83de-40bb-89cd-f5a8145156d8,0cde6f3d-83de-40bb-89cd-f5a8145156d8,2015-08-30T10:41:43,,,,,,,,,,,,,,,,,
abc,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyakot,8,25_39,male,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,psychosocial_counseling,n/a,clean_water,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,1___not_at_all,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:29:03.000+06:45,2015-08-30T16:31:26.000+06:45,uuid:c5e346e0-73e6-48f3-a11d-46e49a5eca05,c5e346e0-73e6-48f3-a11d-46e49a5eca05,2015-08-30T10:44:06,,,,,,,,,,,,,,,,,
abc,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyakot,8,40_54,male,Dalit,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,toilets_sanitation,n/a,livelihoods,n/a,1___not_at_all,cash_for_work,n/a,seeds_and_fert,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,food_aid,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,1___not_at_all,3___neutral,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:31:26.000+06:45,2015-08-30T16:34:37.000+06:45,uuid:6f8f2134-1566-4687-8b7e-edc9f2dae3d7,6f8f2134-1566-4687-8b7e-edc9f2dae3d7,2015-08-30T10:47:18,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,1,25_39,male,Janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,housing_inspections,n/a,livelihoods,n/a,education,n/a,1___not_at_all,building_mater,n/a,seeds_and_fert,n/a,2___very_little,news_about_government_decision,n/a,finding_missing_people,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,3___neutral,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-30T13:54:30.000+06:45,2015-08-30T14:00:42.000+06:45,uuid:c86835ed-a219-48bf-9e68-866b168cefc7,c86835ed-a219-48bf-9e68-866b168cefc7,2015-08-30T08:12:10,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,1,15_24,female,Janajati,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,3___neutral,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,joint_families,n/a,first_come__fi,n/a,4___mostly_yes,2___not_very_m,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,2015-08-30T14:00:42.000+06:45,2015-08-30T14:04:31.000+06:45,uuid:07fc234f-901e-4d4b-8fd0-9394c92fdde3,07fc234f-901e-4d4b-8fd0-9394c92fdde3,2015-08-30T08:15:59,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,1,55_greater,male,Newar,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,3___neutral,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:04:31.000+06:45,2015-08-30T14:08:15.000+06:45,uuid:d8bec87e-a5df-4a31-a953-d20023487d68,d8bec87e-a5df-4a31-a953-d20023487d68,2015-08-30T08:19:43,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,1,25_39,male,Janajati,n/a,farmer_laborer,n/a,yes__some_diff,3___neutral,healthcare,n/a,psychosocial_counseling,n/a,livelihoods,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:08:15.000+06:45,2015-08-30T14:10:57.000+06:45,uuid:da1a6c1a-1d0a-4569-839e-7f07f182f038,da1a6c1a-1d0a-4569-839e-7f07f182f038,2015-08-30T08:22:24,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,1,25_39,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,livelihoods,n/a,financial_support,n/a,long_term_shelter__housing,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:10:57.000+06:45,2015-08-30T14:15:46.000+06:45,uuid:1b28362c-0b5a-4311-8c01-0cf4643ecb96,1b28362c-0b5a-4311-8c01-0cf4643ecb96,2015-08-30T08:27:14,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,6,25_39,male,Dalit,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,5___completely,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:15:46.000+06:45,2015-08-30T14:18:37.000+06:45,uuid:dbcedf47-41bd-402f-99bb-5fec0748f331,dbcedf47-41bd-402f-99bb-5fec0748f331,2015-08-30T08:30:04,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,6,40_54,male,Janajati,n/a,farmer_laborer,n/a,yes__some_diff,3___neutral,long_term_shelter__housing,n/a,clean_water,n/a,financial_support,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:18:37.000+06:45,2015-08-30T14:21:46.000+06:45,uuid:8003e09e-223b-4568-8e22-c51cdfc38ba3,8003e09e-223b-4568-8e22-c51cdfc38ba3,2015-08-30T08:33:13,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,6,15_24,female,Janajati,n/a,other,student,no_difficulty,3___neutral,long_term_shelter__housing,n/a,education,n/a,toilets_sanitation,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,3___neutral,other,how to get copy of citizenship,news_about_government_decision,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,3___neutral,based_on_polit,n/a,based_on_caste,n/a,4___mostly_yes,4___mostly_yes,3___neutral,2___very_little,education,n/a,toilets_sanitation,n/a,2015-08-30T14:21:46.000+06:45,2015-08-30T14:28:06.000+06:45,uuid:cb3cb1b7-d86c-4e80-a511-14f97db4f3ec,cb3cb1b7-d86c-4e80-a511-14f97db4f3ec,2015-08-30T08:39:33,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,6,55_greater,male,Chhetri,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,financial_support,n/a,long_term_shelter__housing,n/a,food,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,3___neutral,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,3___neutral,cash_for_work,n/a,food_aid,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:28:06.000+06:45,2015-08-30T14:33:17.000+06:45,uuid:a72388f3-d7a0-45ab-ab45-6bcc996b1589,a72388f3-d7a0-45ab-ab45-6bcc996b1589,2015-08-30T08:44:45,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,6,40_54,male,Janajati,n/a,other,not mentioned,no_difficulty,2___very_little,long_term_shelter__housing,n/a,clean_water,n/a,livelihoods,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,3___neutral,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,3___neutral,cash_for_work,n/a,other,stretcher to carry sick person,3___neutral,based_on_polit,n/a,first_come__fi,n/a,3___neutral,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:33:17.000+06:45,2015-08-30T14:42:05.000+06:45,uuid:95878e61-0564-4414-a8cd-be335b8b07c1,95878e61-0564-4414-a8cd-be335b8b07c1,2015-08-30T08:53:32,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,4,40_54,male,Janajati,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,clean_water,n/a,3___neutral,seeds_and_fert,n/a,cash_for_work,n/a,1___not_at_all,finding_missing_people,n/a,news_about_government_decision,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,refused,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:52:52.000+06:45,2015-08-30T14:56:06.000+06:45,uuid:93136ce4-9532-4767-91d5-3ae3c55917cf,93136ce4-9532-4767-91d5-3ae3c55917cf,2015-08-30T09:08:46,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,4,25_39,male,Newar,n/a,farmer_laborer,n/a,no_difficulty,3___neutral,financial_support,n/a,long_term_shelter__housing,n/a,clean_water,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,3___neutral,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:56:06.000+06:45,2015-08-30T14:59:37.000+06:45,uuid:89de0cd0-af6f-404e-a741-d4a98e6f424b,89de0cd0-af6f-404e-a741-d4a98e6f424b,2015-08-30T09:12:17,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,4,15_24,female,Janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,healthcare,n/a,clean_water,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,3___neutral,seeds_and_fert,n/a,food_aid,n/a,3___neutral,based_on_dista,n/a,based_on_caste,n/a,3___neutral,3___neutral,3___neutral,3___neutral,child_protecti,n/a,livelihoods,n/a,2015-08-30T14:59:37.000+06:45,2015-08-30T15:04:09.000+06:45,uuid:fcbe6b50-43be-477c-a6c9-0edf1ac9a62e,fcbe6b50-43be-477c-a6c9-0edf1ac9a62e,2015-08-30T09:16:50,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,4,25_39,female,Janajati,n/a,farmer_laborer,n/a,yes__some_diff,3___neutral,long_term_shelter__housing,n/a,clean_water,n/a,other,not mentioned,2___very_little,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,3___neutral,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,2015-08-30T15:04:09.000+06:45,2015-08-30T15:07:52.000+06:45,uuid:4b3f7f68-fc69-4460-84e0-a01f736509bb,4b3f7f68-fc69-4460-84e0-a01f736509bb,2015-08-30T09:20:32,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,salyantar,4,40_54,male,Chhetri,n/a,farmer_laborer,n/a,yes__a_lot_of_,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,3___neutral,joint_families,n/a,based_on_dista,n/a,4___mostly_yes,3___neutral,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T15:07:52.000+06:45,2015-08-30T15:10:25.000+06:45,uuid:f1a5e346-4da1-47a2-8d1d-a454590a0253,f1a5e346-4da1-47a2-8d1d-a454590a0253,2015-08-30T09:23:04,,,,,,,,,,,,,,,,,
maheshor subedi,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,tasarpur,5,25_39,female,Tamang,n/a,other,not mentioned,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,don_t_know,4___mostly_yes,refused,n/a,n/a,n/a,n/a,2015-08-30T14:42:05.000+06:45,2015-08-30T14:48:14.000+06:45,uuid:9e8d5ad5-92d0-4653-85c3-804abc0699a1,9e8d5ad5-92d0-4653-85c3-804abc0699a1,2015-08-30T08:59:42,,,,,,,,,,,,,,,,,
maheshor dalai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,tasarpur,5,40_54,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,seeds_and_fertilizers,n/a,toilets_sanitation,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,don_t_know,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T15:25:51.000+06:45,2015-08-30T15:33:20.000+06:45,uuid:33afae54-6e51-44d8-a17e-8f4acc6d4823,33afae54-6e51-44d8-a17e-8f4acc6d4823,2015-08-30T09:44:48,,,,,,,,,,,,,,,,,
Maheshor subedi,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,tasarpur,5,25_39,male,Tamang,n/a,farmer_laborer,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,other,he don't know well because he is uneducated,news_about_government_decision,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,other,real victims didn't get facilities but who are not effected they are getting,based_on_polit,n/a,5___completely_yes,1___not_at_all,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T15:41:16.000+06:45,2015-08-30T15:47:38.000+06:45,uuid:2c6a34bf-c0eb-4882-bb78-3a4f9272f854,2c6a34bf-c0eb-4882-bb78-3a4f9272f854,2015-08-30T09:59:05,,,,,,,,,,,,,,,,,
maheshwor subedi,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,tasarpur,5,40_54,male,Tamang,n/a,other,not mentioned,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,seeds_and_fertilizers,n/a,livelihoods,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,refused,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T15:47:38.000+06:45,2015-08-30T15:51:13.000+06:45,uuid:dd2041d3-f2ad-4d7a-a4d1-748abc290fa3,dd2041d3-f2ad-4d7a-a4d1-748abc290fa3,2015-08-30T10:02:41,,,,,,,,,,,,,,,,,
maheshor subedi,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,tasarpur,5,25_39,male,Tamang,n/a,other,not mentioned,yes__a_lot_of_,2___very_little,long_term_shelter__housing,n/a,seeds_and_fertilizers,n/a,financial_support,n/a,2___very_little,building_mater,n/a,food_aid,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,don_t_know,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,refused,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-08-30T15:51:13.000+06:45,2015-08-30T15:55:48.000+06:45,uuid:7ab20e9f-9759-4f41-a133-93a2a3ea6647,7ab20e9f-9759-4f41-a133-93a2a3ea6647,2015-08-30T10:07:15,,,,,,,,,,,,,,,,,
maheshwor subadi,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,thakre,3,40_54,male,Dalit,n/a,other,bhada banaune,no_difficulty,2___very_little,long_term_shelter__housing,n/a,livelihoods,n/a,housing_inspections,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,don_t_know,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T15:10:25.000+06:45,2015-08-30T15:14:25.000+06:45,uuid:2fa6afd9-2502-47b6-a1b9-99d8c88cdfa6,2fa6afd9-2502-47b6-a1b9-99d8c88cdfa6,2015-08-30T09:27:04,,,,,,,,,,,,,,,,,
maheshwor subadi,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,thakre,3,15_24,female,other,not mentioned,other,not mentioned,yes__a_lot_of_,don_t_know,n/a,n/a,n/a,n/a,n/a,n/a,refused,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,4___mostly_yes,don_t_know,don_t_know,1___not_at_all,gender_based_v,n/a,toilets_sanitation,n/a,2015-08-30T15:14:25.000+06:45,2015-08-30T15:17:47.000+06:45,uuid:2e487f70-7e53-4242-aa33-a215b81dfd83,2e487f70-7e53-4242-aa33-a215b81dfd83,2015-08-30T09:30:27,,,,,,,,,,,,,,,,,
maheshwor subadi,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,thakre,3,55_greater,male,Janajati,n/a,other,not mentioned,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T15:21:23.000+06:45,2015-08-30T15:25:06.000+06:45,uuid:ad13f582-4b6e-499b-a98b-e8fa7f90cec2,ad13f582-4b6e-499b-a98b-e8fa7f90cec2,2015-08-30T09:37:47,,,,,,,,,,,,,,,,,
maheshwor subadi,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,thakre,3,55_greater,male,Dalit,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,toilets_sanitation,n/a,seeds_and_fertilizers,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,seeds_and_fert,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,2___very_little,don_t_know,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T15:17:47.000+06:45,2015-08-30T15:21:23.000+06:45,uuid:dbc1f07d-0dbe-497e-a630-5f2ff6f67b9f,dbc1f07d-0dbe-497e-a630-5f2ff6f67b9f,2015-08-30T09:40:33,,,,,,,,,,,,,,,,,
maheshwor subadi,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,thakre,3,25_39,female,Janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_she,n/a,financial_support,n/a,long_term_shelter__housing,n/a,refused,n/a,n/a,n/a,n/a,refused,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,other,not mentioned,based_on_dista,n/a,5___completely_yes,1___not_at_all,5___completely_yes,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-08-30T15:25:06.000+06:45,2015-08-30T15:31:11.000+06:45,uuid:25c3f8df-b0ca-4034-9084-6f895b8f53eb,25c3f8df-b0ca-4034-9084-6f895b8f53eb,2015-08-30T09:43:51,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,tripura,1,55_greater,male,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,other,agriculture,long_term_shelter__housing,n/a,other,new management,2___very_little,food_aid,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,seeds_and_fert,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:19:27.000+06:45,2015-08-30T14:25:37.000+06:45,uuid:69f54825-5f39-4dcc-9952-c901985e9da1,69f54825-5f39-4dcc-9952-c901985e9da1,2015-08-30T08:38:18,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,tripura,1,40_54,male,Chhetri,n/a,farmer_laborer,n/a,yes__some_diff,3___neutral,long_term_shelter__housing,n/a,livelihoods,n/a,financial_support,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,3___neutral,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T14:25:37.000+06:45,2015-08-30T14:28:41.000+06:45,uuid:b0d6c1ac-f3a8-4a97-b000-1c07d442f465,b0d6c1ac-f3a8-4a97-b000-1c07d442f465,2015-08-30T08:41:22,,,,,,,,,,,,,,,,,
ramesh darai,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Dhading,tripura,1,40_54,female,Chhetri,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,seeds_and_fertilizers,n/a,livelihoods,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,3___neutral,other,not mentiond,other,not mentioned,4___mostly_yes,3___neutral,4___mostly_yes,2___very_little,long_term_shelter__housing,n/a,livelihoods,n/a,2015-08-30T14:28:41.000+06:45,2015-08-30T14:34:18.000+06:45,uuid:89428924-1c30-413c-a4fb-a263f8712546,89428924-1c30-413c-a4fb-a263f8712546,2015-08-30T08:46:58,,,,,,,,,,,,,,,,,
