Name_of_enumerator_agency,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If__other__what_is_your_occupa,Do_you_have_any_health_problem,Are_your_main_problems_being_a,What_is_your_biggest_problem,If__other__what_is_your_bigges,What_is_your_second_biggest_pr,If__other__what_is_your_second,What_is_your_third_biggest_pro,If__other__what_is_your_third_,Are_your_main_problems_being_a_001,What_is_the_top_thing_that_you,If__other__what_is_the_top_thi,What_is_the_second_most_import,If__other__what_is_the_second_,Are_your_main_problems_being_a_002,What_is_the_top_thing_that_you_001,If__other__what_is_the_top_thi_001,What_is_the_second_most_import_001,If__other__what_is_the_second__001,Are_your_main_problems_being_a_003,What_is_the_top_thing_that_you_002,If__other__what_is_the_top_thi_002,What_is_the_top_thing_that_you_003,If__other__what_is_the_second__002,Are_your_main_problems_being_a_004,What_is_the_top_reason_for_you,If__other__what_is_the_top_rea,What_is_the_top_reason_for_you_001,If_other_what_is_the_top_rea,Are_your_main_problems_being_a_005,Do_you_feel_you_have_been_hear,Are_your_main_problems_being_a_006,Are_your_main_problems_being_a_007,What_is_your_biggest_problem_001,If__other__what_is_the_biggest,What_is_your_biggest_problem_0,If__other__what_is_the_second__003,start,end,meta/instanceID,_uuid,_submission_time,_tags,_notes
sanjit shrestha,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,dolakha,vimeshwor,2,25_39,male,newar,n/a,government_service__i_e__teach,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,3___neutral,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,3___neutral,housing_inspec,n/a,food_aid,n/a,3___neutral,based_on_caste,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-21T14:44:55.000+06:45,2015-07-21T14:52:35.000+06:45,uuid:a4ee1df6-814d-4bcf-baf7-ac550bb29b07,a4ee1df6-814d-4bcf-baf7-ac550bb29b07,2015-07-21T09:07:41,,
sanjit shrestha,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,dolakha,vimeshwor,2,25_39,male,newar,n/a,government_service__i_e__teach,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,psychosocial_counseling,n/a,toilets_sanitation,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:04:19.000+06:45,2015-07-21T15:06:10.000+06:45,uuid:990577df-fd23-4dd7-9499-3b2ba5b6a222,990577df-fd23-4dd7-9499-3b2ba5b6a222,2015-07-21T09:21:17,,
sanjit shrestha,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,dolakha,vimeshwor,2,refused,male,janajati,n/a,farmer_laborer,n/a,yes__a_lot_of_,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,cash_for_work,n/a,food_aid,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-21T14:52:35.000+06:45,2015-07-21T14:55:40.000+06:45,uuid:33063e14-f821-4de4-8e25-c1dc82d59ace,33063e14-f821-4de4-8e25-c1dc82d59ace,2015-07-21T09:10:47,,
sanjit shrestha,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,dolakha,vimeshwor,2,15_24,female,janajati,n/a,other,student,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_healthcare_psycholo,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,3___neutral,3___neutral,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-07-21T14:55:40.000+06:45,2015-07-21T14:57:48.000+06:45,uuid:73b8ed33-9a62-4345-8e86-e3123b11bf9d,73b8ed33-9a62-4345-8e86-e3123b11bf9d,2015-07-21T09:12:55,,
sanjit shrestha,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,dolakha,vimeshwor,2,40_54,female,newar,n/a,ngo_worker_business,n/a,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,n/a,healthcare,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,based_on_caste,n/a,based_on_dista,n/a,4___mostly_yes,2___not_very_m,3___neutral,4___mostly_yes,n/a,n/a,n/a,n/a,2015-07-21T14:57:48.000+06:45,2015-07-21T15:00:05.000+06:45,uuid:86469246-c192-4653-a205-cdd13af5789f,86469246-c192-4653-a205-cdd13af5789f,2015-07-21T09:15:12,,
sanjit shrestha,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,dolakha,vimeshwor,2,40_54,male,other,not mentioned,government_service__i_e__teach,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,housing_inspections,n/a,toilets_sanitation,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,first_come__fi,n/a,based_on_polit,n/a,5___completely_yes,2___not_very_m,3___neutral,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:00:05.000+06:45,2015-07-21T15:02:13.000+06:45,uuid:f69c765d-a3d9-4f1c-87ac-239b8d9f1998,f69c765d-a3d9-4f1c-87ac-239b8d9f1998,2015-07-21T09:17:19,,
Shyam Prasad Khatiwada,accountability,7/21/15,n/a,n/a,n/a,n/a,n/a,dolakha,Laduk,8,55,male,newar,n/a,other,woker,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,livelihoods,n/a,clean_water,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,based_on_polit,n/a,1___not_at_all,2___not_very_m,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-07-21T14:57:36.000+06:45,2015-07-21T15:03:08.000+06:45,uuid:fedbe69b-421b-4b37-8427-e9735468bf37,fedbe69b-421b-4b37-8427-e9735468bf37,2015-07-21T09:19:22,,
sanjit shrestha,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,dolakha,vimeshwor,2,40_54,female,newar,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,housing_inspections,n/a,psychosocial_counseling,n/a,3___neutral,building_mater,n/a,housing_inspec,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,based_on_polit,n/a,based_on_caste,n/a,2___very_little,1___not_at_all,don_t_know,4___mostly_yes,n/a,n/a,n/a,n/a,2015-07-21T15:02:13.000+06:45,2015-07-21T15:04:19.000+06:45,uuid:cae47919-bcac-4d6d-9f3b-0273719f3033,cae47919-bcac-4d6d-9f3b-0273719f3033,2015-07-21T09:19:25,,
sunita khadka,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,dolakha,malu,5,40_54,male,newar,n/a,other,business,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,clean_water,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,5___completely_yes,n/a,n/a,n/a,n/a,refused,n/a,n/a,n/a,n/a,2___very_little,1___not_at_all,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:06:11.000+06:45,2015-07-21T15:09:05.000+06:45,uuid:a470a5f3-8bba-44b8-b267-25c35a47fb8b,a470a5f3-8bba-44b8-b267-25c35a47fb8b,2015-07-21T09:24:11,,
Shyam Prasad Khatiwada,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,Lamidada,1,55,female,chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,financial_support,n/a,seeds_and_fertilizers,n/a,long_term_shelter__housing,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,2___very_little,seeds_and_fert,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,4___mostly_yes,2___very_little,healthcare,n/a,financial_support,n/a,2015-07-21T15:03:08.000+06:45,2015-07-21T15:09:03.000+06:45,uuid:61f471ea-d7c8-4100-8c59-96c2d75fc939,61f471ea-d7c8-4100-8c59-96c2d75fc939,2015-07-21T09:25:17,,
sunita khadka,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,dolakha,malu,5,25_39,male,chhetri,n/a,other,business,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,healthcare,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:09:05.000+06:45,2015-07-21T15:11:31.000+06:45,uuid:35eed31f-0c97-4833-b3ab-44855294b27b,35eed31f-0c97-4833-b3ab-44855294b27b,2015-07-21T09:26:37,,
sunita khadka,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,malu,4,15_24,female,dalit,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_healthcare_psycholo,n/a,1___not_at_all,housing_inspec,n/a,seeds_and_fert,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,refused,refused,n/a,n/a,n/a,n/a,2015-07-21T15:52:12.000+06:45,2015-07-21T15:55:03.000+06:45,uuid:dc907cef-4fa7-477f-bf6f-d6cafeed870d,dc907cef-4fa7-477f-bf6f-d6cafeed870d,2015-07-21T10:10:09,,
sunita khadka,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,dolakha,malu,5,refused,male,dalit,n/a,other,business,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,n/a,healthcare,n/a,other,not mentioned,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:11:31.000+06:45,2015-07-21T15:14:16.000+06:45,uuid:7be72089-2726-4d88-9021-9ba12c6d7827,7be72089-2726-4d88-9021-9ba12c6d7827,2015-07-21T09:29:22,,
santosh raut,accountability,7/13/15,n/a,n/a,n/a,n/a,n/a,dolakha,sushma chhemawati,4,40_54,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,long_term_shelter__housing,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,first_come__fi,n/a,based_on_polit,n/a,2___very_little,2___not_very_m,2___very_little,don_t_know,n/a,n/a,n/a,n/a,2015-07-21T15:11:23.000+06:45,2015-07-21T15:15:59.000+06:45,uuid:08320268-dd65-40ad-b1c2-1a6677f2ae98,08320268-dd65-40ad-b1c2-1a6677f2ae98,2015-07-21T09:31:40,,
sunita khadka,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,dolakha,malu,5,25_39,female,brahmin,n/a,other,housewife,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,toilets_sanitation,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,based_on_polit,n/a,because_people,n/a,1___not_at_all,1___not_at_all,4___mostly_yes,1___not_at_all,short_term_shelter__tent_shelt,n/a,toilets_sanitation,n/a,2015-07-21T15:14:16.000+06:45,2015-07-21T15:17:14.000+06:45,uuid:ab713e54-0f64-46c9-9976-934ac016a9b9,ab713e54-0f64-46c9-9976-934ac016a9b9,2015-07-21T09:32:20,,
Shyam Prasad Khatiwada,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,Lamidada VDC,1,15_24,male,chhetri,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,livelihoods,n/a,financial_support,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_healthcare_psycholo,n/a,2___very_little,cash_for_work,n/a,seeds_and_fert,n/a,2___very_little,based_on_polit,n/a,first_come__fi,n/a,1___not_at_all,1___not_at_all,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:09:03.000+06:45,2015-07-21T15:13:10.000+06:45,uuid:371e0c79-b7c5-41eb-9b51-c567afcb86ff,371e0c79-b7c5-41eb-9b51-c567afcb86ff,2015-07-21T09:32:31,,
satosh raut,accountability,7/13/15,n/a,n/a,n/a,n/a,n/a,dolakha,sushma chhemawati,4,40_54,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,long_term_shelter__housing,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,first_come__fi,n/a,based_on_polit,n/a,2___very_little,2___not_very_m,2___very_little,don_t_know,n/a,n/a,n/a,n/a,2015-07-21T15:15:59.000+06:45,2015-07-21T15:17:59.000+06:45,uuid:0486076b-2a53-4d88-aa99-5ff9c0b14eb1,0486076b-2a53-4d88-aa99-5ff9c0b14eb1,2015-07-21T09:33:42,,
Shyam Prasad Khatiwada,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,lamidada,1,25_39,female,dalit,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,livelihoods,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,2___very_little,seeds_and_fert,n/a,food_aid,n/a,refused,n/a,n/a,n/a,n/a,2___very_little,1___not_at_all,4___mostly_yes,2___very_little,financial_support,n/a,livelihoods,n/a,2015-07-21T15:13:11.000+06:45,2015-07-21T15:17:30.000+06:45,uuid:ce88be38-552d-4029-b399-8dedb433d0c1,ce88be38-552d-4029-b399-8dedb433d0c1,2015-07-21T09:33:46,,
sunita khadka,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,dolakha,malu,5,55,male,chhetri,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,clean_water,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,refused,n/a,n/a,n/a,n/a,3___neutral,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:17:14.000+06:45,2015-07-21T15:19:33.000+06:45,uuid:07342f63-a6fd-4def-837f-4c3f3e4c11f9,07342f63-a6fd-4def-837f-4c3f3e4c11f9,2015-07-21T09:34:39,,
santosh raut,accountability,7/13/15,n/a,n/a,n/a,n/a,n/a,dolakha,shushma chhemawati,4,25_39,female,janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,long_term_shelter__housing,n/a,3___neutral,cash_for_work,n/a,food_aid,n/a,2___very_little,how_to_get_shelter_materials,n/a,finding_missing_people,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,joint_families,n/a,based_on_dista,n/a,5___completely_yes,2___not_very_m,2___very_little,2___very_little,maternal_neonatal_medical_care,n/a,financial_support,n/a,2015-07-21T15:18:00.000+06:45,2015-07-21T15:20:19.000+06:45,uuid:5f25baa2-a8e9-4fd5-b7da-7c62b1cca96a,5f25baa2-a8e9-4fd5-b7da-7c62b1cca96a,2015-07-21T09:36:00,,
sunuta khadka,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,malu,4,25_39,male,chhetri,n/a,other,leader of political party,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:19:33.000+06:45,2015-07-21T15:22:04.000+06:45,uuid:1823db02-bc7c-47cc-95b4-bbc709a6dbc4,1823db02-bc7c-47cc-95b4-bbc709a6dbc4,2015-07-21T09:37:10,,
santosh raut,accountability,7/13/15,n/a,n/a,n/a,n/a,n/a,dolakha,sushma chhemawati,2,55,male,janajati,n/a,other,not metioned,yes__some_diff,3___neutral,long_term_shelter__housing,n/a,food,n/a,long_term_shelter__housing,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,1___not_at_all,building_mater,n/a,food_aid,n/a,1___not_at_all,based_on_polit,n/a,first_come__fi,n/a,1___not_at_all,2___not_very_m,2___very_little,don_t_know,n/a,n/a,n/a,n/a,2015-07-21T15:20:19.000+06:45,2015-07-21T15:22:53.000+06:45,uuid:fbca6a2c-dcbd-419f-b3e6-c16e45bc1bbd,fbca6a2c-dcbd-419f-b3e6-c16e45bc1bbd,2015-07-21T09:38:34,,
sunita khadka,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,malu,4,40_54,male,chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,based_on_dista,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:22:04.000+06:45,2015-07-21T15:24:02.000+06:45,uuid:c12971c7-8d47-4ce6-8d45-86e528c2ed3a,c12971c7-8d47-4ce6-8d45-86e528c2ed3a,2015-07-21T09:39:08,,
santosh raut,accountability,7/10/15,n/a,n/a,n/a,n/a,n/a,dolakha,sushma chhemawati,2,don_t_know,male,janajati,n/a,other,not mentioned,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,food,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,2___very_little,cash_for_work,n/a,food_aid,n/a,2___very_little,joint_families,n/a,based_on_polit,n/a,1___not_at_all,3___neutral,2___very_little,don_t_know,n/a,n/a,n/a,n/a,2015-07-21T15:22:53.000+06:45,2015-07-21T15:25:21.000+06:45,uuid:b954c29b-5128-4278-87e0-a35a1a691edc,b954c29b-5128-4278-87e0-a35a1a691edc,2015-07-21T09:41:02,,
sunita khadka,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,malu,4,55,male,dalit,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,based_on_caste,n/a,1___not_at_all,1___not_at_all,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:24:02.000+06:45,2015-07-21T15:26:03.000+06:45,uuid:795a830e-9832-4ff7-95a6-34326cb44201,795a830e-9832-4ff7-95a6-34326cb44201,2015-07-21T09:41:08,,
Shyam Prasad Khatiwada,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,lamidada,1,40_54,male,brahmin,n/a,other,Work on  righs and rituals related with hindu religion.,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,2___very_little,seeds_and_fert,n/a,food_aid,n/a,3___neutral,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,2___very_little,joint_families,n/a,based_on_dista,n/a,2___very_little,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:17:31.000+06:45,2015-07-21T15:22:21.000+06:45,uuid:b2eb2d62-2f39-4e76-9eed-27946f8f6a93,b2eb2d62-2f39-4e76-9eed-27946f8f6a93,2015-07-21T09:42:10,,
Shyam Prasad Khatiwada,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,Lamidada,1,25_39,male,brahmin,n/a,ngo_worker_business,n/a,no_difficulty,1___not_at_all,livelihoods,n/a,long_term_shelter__housing,n/a,seeds_and_fertilizers,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,how_to_get_healthcare_psycholo,n/a,news_about_government_decision,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,1___not_at_all,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:22:21.000+06:45,2015-07-21T15:26:11.000+06:45,uuid:68aa2a4f-0b8b-4375-9d03-f99d30696e9c,68aa2a4f-0b8b-4375-9d03-f99d30696e9c,2015-07-21T09:42:25,,
sunita khadka,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,dolakha,molung,2,55,female,dalit,n/a,other,helpless,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,clean_water,n/a,healthcare,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,2015-07-21T15:26:03.000+06:45,2015-07-21T15:28:44.000+06:45,uuid:f02ff6fb-ed68-45fa-bf73-08c2ff585c9c,f02ff6fb-ed68-45fa-bf73-08c2ff585c9c,2015-07-21T09:43:50,,
santosh raut,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,sushma chhemawati,2,25_39,female,other,not mentioned,other,not mentioned,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,food,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_polit,n/a,based_on_dista,n/a,2___very_little,2___not_very_m,3___neutral,2___very_little,maternal_neonatal_medical_care,n/a,gender_based_violence,n/a,2015-07-21T15:25:21.000+06:45,2015-07-21T15:28:57.000+06:45,uuid:52c909a7-e6b4-42d3-a443-44d8a34c844d,52c909a7-e6b4-42d3-a443-44d8a34c844d,2015-07-21T09:44:38,,
sunitakhadka,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,dolakha,molung,2,25_39,male,other,dhami,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,2___very_little,refused,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:28:44.000+06:45,2015-07-21T15:30:54.000+06:45,uuid:2124fc17-7272-4e4e-a4e8-9ab239a06854,2124fc17-7272-4e4e-a4e8-9ab239a06854,2015-07-21T09:46:01,,
santosh raut,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,dolakha,sushma chhemawati,4,55,male,chhetri,n/a,farmer_laborer,n/a,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,n/a,healthcare,n/a,financial_support,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_polit,n/a,joint_families,n/a,2___very_little,3___neutral,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-07-21T15:28:57.000+06:45,2015-07-21T15:30:44.000+06:45,uuid:c66e11f5-3885-4313-b6c8-ce7bd22f72d8,c66e11f5-3885-4313-b6c8-ce7bd22f72d8,2015-07-21T09:46:27,,
Shyam Prasad Khatiwada,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,dolakha,Lamidanda VDC,4,40_54,male,brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,2___very_little,cash_for_work,n/a,food_aid,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,2___very_little,building_mater,n/a,seeds_and_fert,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,1___not_at_all,2___not_very_m,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:26:11.000+06:45,2015-07-21T15:30:21.000+06:45,uuid:a8648885-8b7f-4b64-a4cb-34d8cb70ddbb,a8648885-8b7f-4b64-a4cb-34d8cb70ddbb,2015-07-21T09:46:34,,
sunita khadka,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,dolakha,molung,2,55,male,chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,clean_water,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,based_on_polit,n/a,other,not mentioned,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-21T15:30:55.000+06:45,2015-07-21T15:33:17.000+06:45,uuid:a0d6b054-6b81-46dd-85f4-ff56c359de4a,a0d6b054-6b81-46dd-85f4-ff56c359de4a,2015-07-21T09:48:23,,
